Swiss German,German,Meaning,Factual similarity,Grammar differs?,Reasons?
"D Altstadt im Zentrum vo Damaskus isch vo änge Stroosse, Määrt mit Dächere drüber und dradizionelle Woonhüüser brägt.","Die Altstadt im Zentrum von Damaskus ist von engen Straßen, überdachten Märkten und traditionellen Wohnhäusern geprägt.",5,,FALSE,different phrasing
D BOB entschiedet sich für de Chouf vo sächs dreiteilige Triebzüg und drei witere Gelenksteuerwagen (GSW) ABt 431–433.,Die BOB entschieden sich für den Kauf sechs dreiteiliger Triebzüge und drei weiterer Gelenksteuerwagen (GSW) ABt 431–433.,5,,FALSE,
"D Bodensee-Oberschwaben-Bahn, mo d Verbindung Auladorf–Fridrichshafe bediend, hod n Goißkopf als Logo.","Die Bodensee-Oberschwaben-Bahn, die die Verbindung Aulendorf–Friedrichshafen bedient, hat einen Ziegenkopf als Logo.",5,,FALSE,
D Brysgauer Prelate hän d Ufnahm vu dr Universitet no bis zum 7. Juli 1793 uusezoge.,Die Breisgauer Prälaten zogen die Aufnahme der Universität dann noch bis zum 7. Juli 1793 hinaus.,5,,TRUE,
D Chile isch us Holz baut und bsitzt en zweistufige Turm bi de Igangstüre.,Die Kirche ist aus Holz gebaut und besitzt einen zweistufigen Turm beim Eingangsportal.,5,,FALSE,
D Dracheä fir d Versorgig vu dr Fliigel zwyyge vu dr Fueßdracheän ab.,Die Tracheen zur Versorgung der Flügel zweigen von den Beintracheen ab.,5,,FALSE,
"D Dragfähigkeit vo dè Holzkonschtruktion isch durch dè Ybau vo nüü hochghängtè, stäälernè Längsdräger un vyr Staalraamè höcher gmacht worrè.","Die Tragfähigkeit der Holzkonstruktion wurde durch den Einbau von neun hochgehängten, stählernen Längsträgern und vier Stahlrahmen erhöht.",5,,TRUE,
"D Eh isch aber nie vollzoge worde, wil dr Sir John im gliiche Johr gschtorbe isch.","Die Ehe wurde allerdings nie vollzogen, da Sir John im selben Jahr starb.",5,,TRUE,
D Funktion vom Zeiche isch je nach Schpraach verschiede.,Die Funktion des Zeichens ist je nach Sprache verschieden.,5,,FALSE,
D Gegend um die hütig Stadt isch scho in de Mittel- und Jungsteizit bsiidelt gsi.,Die Gegend um die heutige Stadt war bereits in der Mittel- und Jungsteinzeit besiedelt.,5,,TRUE,
"D Gmai het e Kantor iigstellt, wu au Schochet un Religionslehrer gsii isch.","Die Gemeinde stellte einen Kantor ein, der zugleich als Schochet und Religionslehrer tätig war.",5,,TRUE,
D Grössi vo de dütsche Bischtümer het mit durchschnittlich 13.000 km2 bi wytem die reschtliche Bischtümer übertroffe.,Die Größe der deutschen Bistümer übertraf mit durchschnittlich 13.000 km² bei weitem die restlichen Bistümer.,5,,TRUE,
D Grundstäinlegig goot z Änd und Rom wird baut.,Die Grundsteinlegung wird beendet und Rom wird errichtet.,5,,FALSE,different phrasing
"D Gsamtschtützwitti vo dè neuè Brugg isch unvoänderèt 127,8 m hoch, bi nu 26,95 m Gsamtbreiti.","Die Gesamtstützweite der neuen Brücke ist unverändert 127,8 m, bei nun 26,95 m Gesamtbreite.",5,,FALSE,
D Gschäft vom Territorialdienst het dr Blatzkommandant (Mobilmachigsblatz Stadt Baasel) müesse erledige.,Die Geschäfte des Territorialdienstes hatte der Platzkommandant (Mobilmachungsplatz Stadt Basel) zu erledigen.,5,,FALSE,
"D Gsellschaft het vorgha, s erschlossnige Land so schnäll wi möglig wider an Bauwilligi z verchaufe.","Die Gesellschaft hatte die Absicht, das erschlossene Land möglichst schnell wieder an Bauwillige zu verkaufen.",5,,FALSE,
"D Hoochschuel bietet e Promozioonsprogramm un poschtgraduaali Qualifikazioone, wie zem Byschpel d Habilitazioon bzw. d Juniorprofessur, aa.","Die Hochschule bietet ein Promotionsprogramm sowie postgraduale Qualifikationen, wie zum Beispiel die Habilitation bzw. die Juniorprofessur, an.",5,,FALSE,
"D Huusnummerè söttet trotzdèmm dè rüümlichè Aaordnig vo dè Gebäude entsprèchè, könned aber au ohni erkennbari Orning volaufè.","Die Hausnummern sollten dennoch der räumlichen Anordnung der Gebäude entsprechen, können aber auch ohne erkennbare Ordnung verlaufen.",5,,FALSE,
D Iiwohner hai sich im Nochberdorf Grindel in Sicherheit brocht.,Die Bewohner fanden Zuflucht im Nachbardorf Grindel.,5,,TRUE,different phrasing
"D Insle isch nit duurhaft bewohnbar, wil s keini natürlige Süesswasserquelle git.","Die Insel ist nicht dauerhaft bewohnbar, da es keine natürlichen Süßwasserquellen gibt.",5,,FALSE,
D Inszenierig vomene Regisseur schtellt es eigeschtändigs künschtlerischs Werch dar.,Die Inszenierung eines Regisseurs stellt ein eigenständiges künstlerisches Werk dar.,5,,FALSE,
D Katharina Zapatka läbt mit ire Familie z Berlin.,Katharina Zapatka lebt mit ihrer Familie in Berlin.,5,,FALSE,
D Kwantisierig vo de Fälder wird au im Beriich vo dr Festkörperfüsik und in andere Vildäilitheorie aagwändet.,Die Quantisierung der Felder wird auch im Bereich der Festkörperphysik und in anderen Vielteilchentheorien angewandt.,5,,FALSE,
"D Litratuur vo dr Antike und vom Middelalter isch fast usschliesslig handschriftlig uf Papyrus, Pergamänt und Babbiir überliiferet.","Die Literatur der Antike und des Mittelalters ist fast ausschließlich handschriftlich auf Papyrus, Pergament und Papier überliefert.",5,,FALSE,
D Luftfychtigkait schwankt zwische 71 un 78 Brozänt.,Die Luftfeuchtigkeit schwankt zwischen 71 und 78 Prozent.,5,,FALSE,
D Mittelmeerkischte het e uugfehri Lengi vu 1300 Kilometer.,Die Mittelmeerküste hat eine ungefähre Länge von 1.300 Kilometern.,5,,FALSE,
D Museumsbaan hèt eigeni Taryyf.,Die Museumsbahn hat eigene Tarife.,5,,FALSE,
"D QED beschribt alli Fenomeen, wo vo gladnige Punktdäili, wie Elektrone oder Positrone, und vo Fotone verursacht wärde.","Die QED gibt eine Beschreibung aller Phänomene, die von geladenen Punktteilchen, wie Elektronen oder Positronen, und von Photonen verursacht werden.",5,,FALSE,different phrasing
D Reakzione finde bi Pflanzen in dr Stroma vu dr Chloroplaschte statt.,Die Reaktionen finden bei Pflanzen in den Stroma der Chloroplasten statt.,5,,FALSE,
D Rohirrim ryten uf em lengere Wäg.,Die Rohirrim reiten auf dem längeren Weg.,5,,FALSE,
D Roth het geg dää Aagriff gchlagt un e Schadenersatz iberchuu.,Roth klagte gegen diesen Angriff und erhielt Schadenersatz.,5,,TRUE,
D Schachbrettgeometry hèt zu eigenè Untersuchigè unter den Begriff der Schachmathematik gführt.,"Die Schachbrettgeometrie hat zu eigenen Untersuchungen geführt, die unter den Begriff der „Schachmathematik“ fallen.",5,,FALSE,different phrasing
"D SchUM-Gmäinde am Rhii si immer wider Opfer vo Gwalt, Pogroom und völliger Zerstöörig worde.","Die SchUM-Gemeinden am Rhein wurden wiederholt Ziele von Gewalt, Pogromen und völliger Zerstörung.",5,,TRUE,different phrasing
D Sinai-Halbinsle isch 1979 noch em Abschluss vom Friidensverdraag an Egüpte zrugggegee worde.,Die Sinai-Halbinsel wurde 1979 nach Abschluss des Friedensvertrags an Ägypten zurückgegeben.,5,,TRUE,
D SP Basel-Stadt organisiert sich dur die so genannte Kwardierveräin.,Die SP Basel-Stadt organisiert sich durch die so genannten Quartiervereine.,5,,FALSE,
D Spiil vu dr Wältmaischterschaft sin in 17 Stadie in 14 spanische Stedt uusdrait wore.,Die Spiele der Weltmeisterschaft wurden in 17 Stadien in 14 spanischen Städten ausgetragen.,5,,TRUE,
D Sproch wyst arg vil Ähnligkaite mit em Selkupisch un em Jukagirischen uf.,Die Sprache weist sehr viele Ähnlichkeiten mit dem Selkupischen und Jukagirischen auf.,5,,FALSE,
D Staatsaawaltschaft het im Novämber 2004 Aachlag erhobe.,Die Staatsanwaltschaft erhob im November 2004 Anklage.,5,,TRUE,
"D Stiftig schaffet mit em sälber etwicklete Programm “Du packsch es!”, wo d Motivation vo de Schüeler söll sterche.","Die Stiftung arbeitet mit dem selbstentwickelten Programm „Du packst es!“, das die Motivation von Schülern steigern soll.",5,,FALSE,
"D Theme vu syne Lieder hän si vylmol um Ainsemkait, Färni, verloren un widergfundeni Liebi drillt.","Die Themen seiner Lieder ranken sich oft um Einsamkeit, Ferne, verlorene und wiedergefundene Liebe.",5,,TRUE,different phrasing
"D Uffhebungsgälder hèt s Kloschter St. Bläsiy dèzuè bruucht, um d Hèrrschaftè Staufè un Kirchhofè z kaufè.",Die Aufhebungsgelder verwendete das Kloster St. Blasien zur Erwerbung der Herrschaften Staufen und Kirchhofen.,5,,TRUE,different phrasing
D Ursach isch bis hüt nit eidütig klärt.,Die Ursache ist bis heute nicht eindeutig geklärt.,5,,FALSE,
"D Uuszeichnig goht an Autore, wu si dur ihri Arbet um di dytsch Literatur verdient gmacht hän.","Die Auszeichnung geht an Autoren, die sich durch ihre Arbeit um die deutsche Literatur verdient gemacht haben.",5,,FALSE,
D Wirkig vun eme ainzelen Gmäld vum Rousseau uf s Schaffe vun eme andere Chinschlter losst si dergege sälte noovollzie.,Die Wirkung eines einzelnen Gemäldes von Rousseau auf das Schaffen eines anderen Künstlers lässt sich hingegen selten nachvollziehen.,5,,FALSE,
D Wuètè drènnt im Berych vo dè Wuètèschlucht s bodenseealemannische Dialèktgebièt nördlich vo dè Schlucht vom hochalemannischè südlich devò.,Die Wutach trennt im Bereich der Wutachschlucht das bodenseealemannische Dialektgebiet nördlich der Schlucht vom hochalemannischen südlich davon.,5,,FALSE,
D Yywoonerzaale sin Ergebnis us dr Volkszellige (¹) oder amdligi Fùùrdschryybige vùm Statistische Landesamt Baade-Wiirdebäärg (nùme Haubdwoonsiz).,Die Einwohnerzahlen sind Volkszählungsergebnisse (¹) oder amtliche Fortschreibungen des Statistischen Landesamts Baden-Württemberg (nur Hauptwohnsitze).,5,,FALSE,
D Yywoonerzaale sin Ergebnis us dr Volkszellige (¹) oder amdligi Fùùrdschryybige vùm Statistische Landesamt Baade-Wiirdebäärg (nùme Haubdwoonsiz).,Die Einwohnerzahlen sind Volkszählungsergebnisse (¹) oder amtliche Fortschreibungen des Statistischen Landesamts Baden-Württemberg (nur Hauptwohnsitze).,5,,FALSE,
D Zentralgwalt het us ere Dagsatzig und eme Senat bestande.,Die Zentralgewalt bestand aus einer Tagsatzung und einem Senat.,5,,TRUE,
"Dä ghöört zwar zu de Äikäimblettrige, het aber e atypischs sekundärs Dickiwaggsdum.","Dieser gehört zwar zu den Einkeimblättrigen, hat aber ein atypisches sekundäres Dickenwachstum.",5,,FALSE,
De Bahnhof Wettige isch de Bahnhof vo de Schwiizer Gmeind Wettige und isch im Johr 1876 eröffnet worde.,Der Bahnhof Wettingen ist der Bahnhof in der Schweizer Gemeinde Wettingen und wurde im Jahre 1876 eröffnet.,5,,TRUE,
"De Carl von Linné hät spöter de Name i ""Gesneria"" gänderet.","Carl von Linné änderte später diesen Namen in ""Gesneria"".",5,,TRUE,
Dè Dampf. wo èm Arbètsbrozèss entnõ wörd un in èm Zwischèübberhitzer nõmolls erwärmti Dampf wörd üblicherwys Zwischèdampf benamst.,Der dem Arbeitsprozess entnommene und in einem Zwischenüberhitzer nochmals erwärmte Dampf wird üblicherweise Zwischendampf genannt.,5,,TRUE,
De Fluss wird i Wasserchraftwärch zur Härstellig vo elektrischer Energii gnutzt.,Der Fluss wird in Wasserkraftwerken zur Gewinnung elektrischer Energie genutzt.,5,,FALSE,
De Landchreis isch vo allem vo mittelschtändigè Betryb prägt.,Der Landkreis ist zum größten Teil von mittelständischen Betrieben geprägt.,5,,FALSE,
De Matthys sälber hät syni Spraachgchäntnis realischtisch gsee.,Matthys selbst sah seine Sprachkenntnisse durchaus realistisch.,5,,TRUE,
De Ort het aber im Lauf vo de Zitt immer mee a Bidüttig verlore.,Der Ort verlor immer mehr an Bedeutung.,5,,TRUE,different phrasing
"De Ortsname hät sich mit de Zit verändert: Uss ""Eichain"" im Johr 1275 sin ""Aichan"" (1297) und ""Aychen"" (1538) worre.","Der Ortsname variiert im Laufe der Geschichte und wird zeitweilig mit ""Eichain"" (1275), ""Aichan"" (1297) und ""Aychen"" (1538) angegeben.",5,,TRUE,different phrasing
Dè Prys vo dè Passage wörd nõch Art un Größi vom Schiff berèchnet.,Der Preis der Passage wird nach Art und Größe des Schiffes berechnet.,5,,FALSE,
De regionali Busverchehr wird sit 1951 vo de Zugerland Vercheersbetriib betribe.,Den regionalen Busverkehr betreiben seit 1951 die Zugerland Verkehrsbetriebe.,5,,TRUE,
"Dè Strõßèvokeer darf sich èm Baanübbergang nu vorsichtig, bremsbereit un mit mäßiger Gschwindigkeit näherè.","Der Straßenverkehr darf sich einem Bahnübergang nur vorsichtig, bremsbereit und mit mäßiger Geschwindigkeit nähern.",5,,FALSE,
Defür chöme Nizza und Villeneuve-d’Ascq bi Lille dezue.,Dafür kamen Nizza und Villeneuve-d’Ascq bei Lille hinzu.,5,,FALSE,
"Dènäbbè git s i dè öschtrychischè Chuchi ""Bròtläbbèrwurscht"" als Kochwurschtsortè, welli stabiler i dè Konsischtenz isch.","Daneben gibt es in der österreichischen Küche ""Bratleberwurst"" als Kochwurstsorte, welche stabiler in der Konsistenz ist.",5,,FALSE,
"Denn wärde au Kombinazionsfrekwänze erzügt, wo s im Iigangssignal nit git und bi Audioversterker dr Doon verfelsche.","Dann werden auch Kombinationsfrequenzen erzeugt, die im Eingangssignal nicht enthalten sind und bei Audioverstärkern Klangverfälschungen hervorrufen.",5,,FALSE,different phrasing
Derzue het si bi dr Olympische Spiil 2016 d Silbermedaille gwunne.,Zudem gewann sie bei den Olympischen Spielen 2016 die Silbermedaille.,5,,TRUE,
Des het dr Otto 998 zuen eme Romfäldzug brocht.,Dies veranlasste Otto 998 zu einem Romfeldzug.,5,,TRUE,
"Di greschte Stedt in dr Region sin Elazığ, Erzincan, Erzurum, Malatya un Van.","Größte Städte sind Elazığ, Erzincan, Erzurum, Malatya und Van.",5,,FALSE,
Di underschidliche Meinige hend schlussändlich i de Troja-Debatte gmündet.,Die auseinandergehenden Meinungen mündeten schließlich in die Troja-Debatte.,5,,TRUE,
"Die äinzigi Groossstadt isch d Hauptstadt Saragossa, wo öbbe d Helfti vo de Iiwooner vo dr Regioon läbt.","Die einzige Großstadt ist die Hauptstadt Saragossa, in der etwa die Hälfte der Einwohner der Region lebt.",5,,FALSE,
Die chliinsti Stadt isch Arnis im Krais Schleswig-Flensburg z Schleswig-Holstäi mit 284 Iiwooner.,Die kleinste Stadt Deutschlands ist Arnis im Kreis Schleswig-Flensburg in Schleswig-Holstein mit 284 Einwohnern.,5,,FALSE,
Diè ehemòligi Stauschtufè Raunheim isch Quartyr vum Yachtclub Untermain mit Haffè un Schiffsaalegèr.,Die ehemalige Staustufe Raunheim ist Quartier des Yachtclubs Untermain mit Hafen und Schiffsanlegern.,5,,FALSE,
Diè èrschtè Abschnitt vo dè Badischè Hauptbaan sin in Breitschpur mit èm Schinnèabschtand vo 1600 mm aglait worrè.,Die ersten Abschnitte der Badischen Hauptbahn wurden in Breitspur mit einem Schienenabstand von 1600 mm angelegt.,5,,TRUE,
"Die fümft Ordnig (""Qodaschim"") isch gar nit kommentiert.",Die fünfte Ordnung Kodaschim ist gar nicht kommentiert.,5,,FALSE,
"Die het chönne uf d Infrastruktur zrugggriffe, wo d Aadelsgsellschafte ufbaut häi.",Diese konnte auf die von den Adelsgesellschaften geschaffene Infrastruktur zurückgreifen.,5,,TRUE,
Die klassisch Drejdeilig isch aber nume im Germanische Becki uusbildet.,Diese klassische Dreiteilung ist jedoch nur im Germanischen Becken ausgebildet.,5,,FALSE,
Die latiinischi und griechischi Bezäichnig wärde in iirer ursprünglige Form mäistens sünonüüm verwändet.,Die lateinische und griechische Bezeichnung werden in ihrer ursprünglichen Form meist synonym verwendet.,5,,FALSE,
"Die usserordentligi Daagsatzig, wo Basel für en Aafang vom Januar 1737 het lo iiberüefe, het käini Beschlüss gfasst.",Die von Basel für Anfang Januar 1737 einverlangte ausserordentliche Tagsatzung fasste keine Beschlüsse.,5,,TRUE,different phrasing
Die wäre bis zue 25 Zäntimeter lang un sin drairund.,Diese werden bis zu 25 Zentimeter lang und sind drehrund.,5,,FALSE,
Disellokomotyvè sin im historischè Volauf erscht nõch dè Dampf- un Elektrolokomotyvè entwickelet worrè.,Diesellokomotiven wurden im historischen Verlauf erst nach den Dampf- und Elektrolokomotiven entwickelt.,5,,TRUE,
"Dorum säit mä dr Chinderleemig mänggisch au ""Heine-Medin-Chrankhet"".","Daher rührt die weitere Bezeichnung der Kinderlähmung als ""Heine-Medin-Krankheit"".",5,,FALSE,different phrasing
Dr 2. Landdag isch am 4. Merz 1956 gwehlt wore.,Der 2. Landtag wurde am 4. März 1956 gewählt.,5,,TRUE,
Dr 5. Landdag isch nume ai ainzig Mol zämechuu.,Der 5. Landtag trat nur ein einziges Mal zusammen.,5,,TRUE,
Dr Bakunin isch von ere alte russische Adelsfamilie cho.,Bakunin entstammte einer alten russischen Adelsfamilie.,5,,TRUE,
"Dr Bryys isch mit 1,5 Millione US-Dollar dotiert.","Der Preis ist mit 1,5 Millionen US-Dollar dotiert.",5,,FALSE,
"Dr Dalí isch besundrigs fasziniert gsi vo de süstematische, konstruktive Aspäkt vo dr Paranoia.","Besonders faszinierte Dalí der systematische, konstruktive Aspekt der Paranoia.",5,,TRUE,
"Dr Duden säit über d Häärkumft: «""ursprünglich (landschaftlich) = Arbeiter""».",Der Duden nennt als Herkunft: „ursprünglich (landschaftlich) = Arbeiter“.,5,,FALSE,
Dr Erfinder muess underschiide wärde vom Entwickler.,Abzugrenzen ist der Erfinder vom Entwickler.,5,,FALSE,different phrasing
"Dr Farbauti umchreist dr Saturn uf ere retrograde, exzentrische Bahn in guet 1086 Däg.",Farbauti umkreist Saturn auf einer retrograden exzentrischen Bahn in rund 1086 Tagen.,5,,FALSE,
"Dr Fraueferderbryys vu dr Universitet Fryburg haißt syter anne 2005 ""Bertha-Ottenstein-Preis"".","Der Frauenförderpreis der Universität Freiburg trägt seit 2005 den Namen ""Bertha-Ottenstein-Preis"".",5,,FALSE,synonym used
Dr Göring isch äine vo de 24 Aaklagte gsi im Nürmbärger Brozäss gege d Hauptchriegsverbrächer vor em Internazionaale Milidäärgrichtshoof.,Göring war einer der 24 im Nürnberger Prozess gegen die Hauptkriegsverbrecher vor dem Internationalen Militärgerichtshof Angeklagten.,5,,TRUE,different phrasing
Dr Gränzstäi vo 1722 stoht hüte im Rätische Museum z Chur.,Der Grenzstein von 1722 steht heute im Rätischen Museum in Chur.,5,,FALSE,
"Dr Grundriss isch exakt e Kwadrat, wo in vier mol vier Fälder iidäilt isch.","Der Grundriss setzt auf einem genauen Quadrat auf, das in vier mal vier Felder geteilt ist.",5,,FALSE,different phrasing
